cert_id,jobid,certification_text,is_mandatory
7631,17083,ISACA (CISA/CISM/CRISC),0
7632,17083,GIAC,0
7633,17093,ITIL,1
7634,17093,Azure,0
7635,17096,ISTQB,0
7636,17097,CFA level 1-3,0
7637,17097,GARP,0
7638,17097,PRMIA,0
7639,17102,Technical certifications,0
7640,17107,ServiceNow Certified Implementation Specialist,1
7641,17108,ITIL,0
7642,17108,Service Desk Analyst Certification,0
7643,17108,Project Management or Agile Methodology,0
7644,17109,PMP,1
7645,17109,Scrum Master,1
7646,17113,ISTQB,1
7647,17116,FPC,0
7648,17116,CPP,0
7649,17116,CPA,0
7650,17126,ServiceNow Certified System Administrator,0
7651,17126,Certified Implementation Specialist,0
7652,17143,Industry cyber security certifications,0
7653,17149,ISC2 (CISSP/CCSP/SSCP),1
7654,17149,ISACA (CISA/CISM/CRISC),1
7655,17149,ISACA (CISA/CISM/CRISC),1
7656,17149,ISACA (CISA/CISM/CRISC),1
7657,17149,GSEC,1
7658,17150,PMP,0
7659,17150,CSM,0
7660,17150,PMI,0
7661,17153,Microsoft (except Azure),0
7662,17153,Cisco (CCNA/CCNP/CCIE),0
7663,17153,ITIL,0
7664,17159,CompTIA (A+/Network+/Linux+/Security+),0
7665,17159,CompTIA (A+/Network+/Linux+/Security+),0
7666,17159,MCITP,0
7667,17168,Industry certifications,0
7668,17173,Australian Government Security Clearance,0
7669,17176,Salesforce,1
7670,17176,Salesforce,1
7671,17176,Salesforce,1
7672,17176,Salesforce,1
7673,17176,Salesforce,1
7674,17187,CPA,0
7675,17190,Workday,1
7676,17190,Workday,1
7677,17196,Cisco (CCNA/CCNP/CCIE),1
7678,17196,Cisco (CCNA/CCNP/CCIE),1
7679,17200,ITIL,1
7680,17201,EnCE,0
7681,17201,CCE,0
7682,17201,CCFP,0
7683,17201,GASF,0
7684,17201,GCFE,0
7685,17201,CFCE,0
7686,17201,CCME,0
7687,17201,GREM,0
7688,17201,GSE,0
7689,17201,GCFA,0
7690,17201,GCIH,0
7691,17201,GNFA,0
7692,17201,OffSec (OSCP),0
7693,17201,Certified Ethical Hacker (CEH),0
7694,17201,CHFI,0
7695,17205,Workday,1
7696,17205,Workday,1
7697,17205,Workday,1
7698,17227,PMP,0
7699,17232,Workday,0
7700,17232,Workday,0
7701,17232,Workday,0
7702,17237,Baseline clearance,1
7703,17242,Google Cloud Certified,0
7704,17242,Microsoft (except Azure),0
7705,17242,AWS,0
7706,17242,Okta,0
7707,17246,Workday,0
7708,17246,CCTPP,0
7709,17246,Workday,0
7710,17246,CCB,0
7711,17250,NVQ level 3,1
7712,17254,cyber security certifications,1
7713,17259,TOGAF,0
7714,17259,Strategic Consulting,0
7715,17259,TM forum,0
7716,17259,Data Analytics for Business,0
7717,17259,Data Modelling,0
7718,17259,AWS,0
7719,17260,Workday,0
7720,17264,Certified Software Systems Engineer (CSSE),0
7721,17264,Certified Systems Engineering Professional (CSEP),0
7722,17275,Cisco (CCNA/CCNP/CCIE),0
7723,17275,CCDP,0
7724,17278,Cisco (CCNA/CCNP/CCIE),1
7725,17278,JNCIA,1
7726,17279,AWS,1
7727,17285,PMP,0
7728,17285,PRINCE2,0
7729,17286,Certified Software Systems Engineer (CSSE),0
7730,17286,Certified Systems Engineering Professional (CSEP),0
7731,17290,ITIL,1
7732,17294,NV1 Clearance,1
7733,17295,Microsoft (except Azure),1
7734,17295,ITIL,0
7739,17299,Cisco (CCNA/CCNP/CCIE),0
7740,17299,Azure,0
7741,17299,Microsoft (except Azure),0
7742,17299,Fortinet NSE4,0
7743,17299,Other Network and/or Cybersecurity certifications,0
7744,17305,Cisco (CCNA/CCNP/CCIE),0
7745,17307,ITIL,1
7746,17308,AWS,0
7747,17312,ISC2 (CISSP/CCSP/SSCP),0
7748,17312,ISACA (CISA/CISM/CRISC),0
7749,17312,PMP,0
7750,17316,ITIL,1
7751,17316,PRINCE2,1
7752,17316,MSP,1
7753,17316,P3O,1
7754,17316,Agile,1
7755,17320,Agile Project Management,0
7756,17322,ISC2 (CISSP/CCSP/SSCP),0
7757,17322,ISACA (CISA/CISM/CRISC),0
7758,17323,ISC2 (CISSP/CCSP/SSCP),0
7759,17323,ISACA (CISA/CISM/CRISC),0
7760,17323,ISACA (CISA/CISM/CRISC),0
7761,17323,ISACA (CISA/CISM/CRISC),0
7762,17323,GIAC,0
7763,17332,Agile,0
7764,17332,Product Management,0
7765,17335,Professional certification,0
7766,17337,Microsoft (except Azure),1
7767,17337,ITIL,1
7768,17337,Cisco (CCNA/CCNP/CCIE),1
7769,17339,CAPM,0
7770,17339,PMP,0
7771,17341,ITIL,1
7772,17341,MSP,1
7773,17341,P3O,1
7774,17341,PRINCE2,1
7775,17341,Agile,1
7776,17343,TOGAF,0
7777,17354,CPA,0
7778,17358,PRINCE2,1
7779,17358,ITIL,1
7780,17363,PMP,1
7781,17363,Lean,1
7782,17363,Agile,1
7783,17363,Six Sigma,1
7784,17370,PTA Supervised Worker/Protection Officer accreditation,0
7785,17381,SOX,0
7786,17385,UI/UX certification,0
7788,17397,Cisco (CCNA/CCNP/CCIE),1
7789,17397,VMware,1
7790,17399,Scrum Master,0
7791,17403,MSP,1
7792,17403,P3O,1
7793,17403,PRINCE2,1
7794,17403,ITIL,1
7795,17417,Azure,1
7796,17429,SAP,0
7797,17436,PMP,0
7798,17436,PRINCE2,0
7799,17437,SAP,0
7800,17441,PMP,1
7801,17441,PRINCE2,1
7802,17441,Agile Scrum,1
7803,17458,Microsoft (except Azure),0
7804,17458,Azure,0
7805,17458,CompTIA (A+/Network+/Linux+/Security+),0
7806,17458,ITIL,0
7807,17459,ISTQB,0
7808,17459,CSTE,0
7810,17470,VMware,0
7811,17470,ITIL,0
7812,17473,ITIL,1
7813,17475,Agile Methodology/practices,1
7814,17480,Scrum Master,0
7815,17486,ITIL,0
7816,17515,CompTIA (A+/Network+/Linux+/Security+),1
7817,17515,Cisco (CCNA/CCNP/CCIE),1
7818,17515,Microsoft (except Azure),1
7819,17518,ISC2 (CISSP/CCSP/SSCP),0
7820,17518,Certified Ethical Hacker (CEH),0
7821,17518,CSSLP,0
7822,17533,Certified Business Analyst,0
7823,17533,PMP,0
7824,17533,CITPM,0
7825,17536,Cisco (CCNA/CCNP/CCIE),1
7826,17536,Microsoft (except Azure),1
7827,17536,Microsoft (except Azure),1
7828,17536,Red Hat (RHCSA/RHCE/RHCA),1
7829,17536,Red Hat (RHCSA/RHCE/RHCA),1
7830,17538,Microsoft (except Azure),1
7831,17538,Cisco (CCNA/CCNP/CCIE),1
7832,17538,Azure,1
7833,17539,Microsoft (except Azure),1
7834,17539,Cisco (CCNA/CCNP/CCIE),1
7835,17539,Azure,1
7836,17543,UiPath Certified Advanced RPA developer (UiARD),1
7837,17545,Microsoft (except Azure),1
7838,17545,Cisco (CCNA/CCNP/CCIE),1
7839,17549,Fundamentals certification,1
7840,17549,L200 certification,0
7841,17554,Board Passers,0
7842,17564,Cisco (CCNA/CCNP/CCIE),0
7843,17564,PCNSE,0
7844,17564,F5-CTS,0
7845,17565,PRINCE2,0
7846,17565,PMP,0
7847,17571,AWS,0
7848,17571,Azure,0
7849,17571,HUAWEI Cloud,0
7850,17591,CIPP,0
7851,17591,CIPM,0
7852,17612,Cisco (CCNA/CCNP/CCIE),0
7853,17612,Cisco (CCNA/CCNP/CCIE),0
7854,17618,Cloud Certification,0
7855,17618,Azure,0
7856,17618,ITIL,0
7857,17620,Cisco (CCNA/CCNP/CCIE),0
7858,17620,Cisco (CCNA/CCNP/CCIE),0
7859,17620,Microsoft (except Azure),0
7860,17622,CompTIA (A+/Network+/Linux+/Security+),0
7861,17622,CompTIA (A+/Network+/Linux+/Security+),0
7862,17622,Cisco (CCNA/CCNP/CCIE),0
7863,17622,Microsoft (except Azure),0
7864,17631,PMP,0
7865,17632,AWS,0
7866,17633,"Data Center, network, and server hardware certifications",0
7867,17636,PMP,0
7868,17643,CBAP,0
7869,17643,CCBA,0
7870,17643,PMI,0
7871,17643,PMP,0
7872,17643,PRINCE2,0
7873,17643,Scrum,0
7874,17654,Cisco (CCNA/CCNP/CCIE),1
7875,17654,HCIA,1
7876,17655,Cisco (CCNA/CCNP/CCIE),1
7877,17658,Program Management Professional (PgMP),0
7878,17658,PMP,0
7879,17663,Workday,0
7880,17665,ASNT NDT Level 3,1
7881,17665,NDT Level 2 (SNT-TC-1A),1
7882,17665,ISO 9712 Level 2,1
7883,17665,BINDT PCN Level 2 in Eddy Current Testing,1
7884,17668,LEAN Certification,0
7885,17668,6Sigma Certification,0
7886,17673,Cisco (CCNA/CCNP/CCIE),0
7887,17673,Cisco (CCNA/CCNP/CCIE),0
7888,17673,Cisco (CCNA/CCNP/CCIE),0
7889,17687,NV1 clearance,1
7890,17687,Baseline clearance,1
7891,17702,Microsoft (except Azure),0
7892,17708,TOGAF,0
7893,17708,SABSA,0
7894,17708,ISC2 (CISSP/CCSP/SSCP),0
7895,17708,IT security,0
7896,17708,risk assessment,0
7897,17708,vendor certifications,0
7898,17710,Cisco (CCNA/CCNP/CCIE),1
7899,17710,HCIA,1
7900,17718,CompTIA (A+/Network+/Linux+/Security+),0
7901,17724,Cisco (CCNA/CCNP/CCIE),1
7902,17724,Cisco (CCNA/CCNP/CCIE),0
7903,17724,ISC2 (CISSP/CCSP/SSCP),0
7904,17747,ITIL,1
7905,17747,Red Hat (RHCSA/RHCE/RHCA),0
7906,17747,Microsoft (except Azure),0
7907,17747,VCS,0
7908,17747,EMC,0
7909,17749,Project Management certifications,0
7910,17755,ITIL,0
7911,17757,ISTQB,0
7912,17757,ITIL,0
7913,17760,UiPath Certified Advanced RPA Developer (UiARD),0
7914,17775,AWS,1
7915,17775,Kubernetes Certified Administrator,1
7916,17779,CTFL,0
7917,17791,CompTIA (A+/Network+/Linux+/Security+),1
7918,17804,TOGAF,1
7919,17804,SABSA,1
7920,17804,Cloud Architect Professionals certification,1
7921,17806,Power Platform technologies,0
7922,17808,ITIL,1
7923,17813,QA Automation,0
7924,17813,Front-End Development,0
7925,17829,Any JAVA certification,0
7926,17830,PMP,0
7927,17830,PRINCE2,0
7928,17830,LSS (DMAIC),0
7929,17832,Salesforce,0
7930,17832,Salesforce,0
7931,17832,Salesforce,0
7932,17832,Salesforce,0
7933,17846,Cisco (CCNA/CCNP/CCIE),0
7934,17846,Cisco (CCNA/CCNP/CCIE),0
7935,17846,Cisco (CCNA/CCNP/CCIE),0
7936,17846,Microsoft (except Azure),0
7937,17849,Salesforce,0
7938,17849,Sales Cloud,0
7939,17849,Developer,0
7940,17851,PMP,0
7941,17852,Six Sigma,0
7942,17853,ISO 27001,1
7943,17856,PMP,0
7944,17863,ISACA (CISA/CISM/CRISC),0
7945,17863,ISC2 (CISSP/CCSP/SSCP),0
7946,17869,ITIL,0
7947,17869,Scrum,0
7948,17869,PMP,0
7949,17869,SaaS Provider certifications,0
7950,17870,CWNP,0
7951,17870,Cisco (CCNA/CCNP/CCIE),0
7952,17877,Cisco (CCNA/CCNP/CCIE),1
7953,17880,ITIL,0
7954,17886,Cisco (CCNA/CCNP/CCIE),0
7955,17886,ITIL,0
7956,17886,ITIL,0
7957,17890,Cisco (CCNA/CCNP/CCIE),0
7958,17890,CompTIA (A+/Network+/Linux+/Security+),0
7959,17893,ITIL,1
7960,17897,Cisco (CCNA/CCNP/CCIE),0
7961,17897,Microsoft (except Azure),0
7962,17900,PMP,0
7963,17903,Red Hat (RHCSA/RHCE/RHCA),0
7964,17903,AWS,0
7965,17903,CKA,0
7966,17906,CCH Tagetik,0
7967,17923,SAP,1
7968,17927,CTFL,0
7969,17931,CTT+,0
7970,17931,CRP,0
7971,17934,PMP,0
7972,17938,Cisco (CCNA/CCNP/CCIE),0
7973,17939,Cisco (CCNA/CCNP/CCIE),0
7974,17940,PMP,0
7975,17945,ITIL,0
7976,17950,SolarWinds Certified Professional,0
7977,17950,Microsoft (except Azure),0
7978,17954,PRINCE2,0
7979,17954,PMP,0
7980,17958,OffSec (OSCP),1
7981,17958,CREST,1
7982,17968,SolarWinds Certified Professional,0
7983,17968,Microsoft (except Azure),0
7984,17972,CIPS,0
7985,17972,CSSP,0
7986,17973,OCP,0
7987,17973,OCM,0
7988,17974,SAP,0
7989,17974,SAP,0
7990,17980,CTFL,0
7991,17983,ITIL,1
7992,17984,ISACA (CISA/CISM/CRISC),0
7993,17984,ISACA (CISA/CISM/CRISC),0
7994,17984,ISC2 (CISSP/CCSP/SSCP),0
7995,17985,SAP,1
7996,17986,SolarWinds Certified Professional,0
7997,17986,Microsoft (except Azure),0
7998,17987,Project Management,1
7999,17987,Agile,1
8000,17987,ITIL,1
8001,17989,ITIL,0
8002,17991,ITIL,0
8003,17991,IBM,0
8004,18001,Microsoft (except Azure),0
8005,18006,CMII,0
8006,18006,ITIL,0
8007,18015,CTFL,0
8008,18036,Microsoft (except Azure),1
8009,18036,Cisco (CCNA/CCNP/CCIE),1
8010,18037,PMP,0
8011,18037,Price 2,0
8013,18045,Network,0
8014,18072,CKA Certification,0
8015,18074,AWS,0
8016,18074,Azure,0
8017,18087,ITIL,0
8018,18087,ISC2 (CISSP/CCSP/SSCP),0
8019,18088,ISC2 (CISSP/CCSP/SSCP),0
8020,18088,Certified Ethical Hacker (CEH),0
8021,18088,GCIH,0
8022,18088,GCFA,0
8023,18092,Azure,0
8024,18092,Alibaba Cloud Certified Associate (ACA),0
8025,18092,Huawei Certified ICT Professional (HCIP),0
8026,18092,ITIL,0
8027,18092,PMP,0
8028,18092,ISC2 (CISSP/CCSP/SSCP),0
8029,18094,ISO 27001,1
8030,18094,ISO 27701,1
8031,18094,Webtrust,1
8032,18095,Agile,0
8033,18095,AWS,0
8034,18095,ITIL,0
8035,18108,ISACA (CISA/CISM/CRISC),1
8036,18108,ISC2 (CISSP/CCSP/SSCP),1
8037,18112,Cisco (CCNA/CCNP/CCIE),0
8039,18114,ISACA (CISA/CISM/CRISC),1
8040,18114,ISC2 (CISSP/CCSP/SSCP),1
8041,18116,ISC2 (CISSP/CCSP/SSCP),0
8042,18116,ISACA (CISA/CISM/CRISC),0
8043,18116,ISACA (CISA/CISM/CRISC),0
8044,18117,Formal Business Analysis training and certifications,0
8045,18121,CMII,0
8046,18121,ITIL,0
8047,18133,ISACA (CISA/CISM/CRISC),0
8048,18133,ISC2 (CISSP/CCSP/SSCP),0
8049,18133,ISACA (CISA/CISM/CRISC),0
8050,18135,Red Hat (RHCSA/RHCE/RHCA),1
8051,18135,AWS,1
8052,18136,Change Management Certification,1
8053,18138,Construction White Card Card,1
8054,18147,Cisco (CCNA/CCNP/CCIE),0
8055,18148,HCNA,0
8056,18148,HCIA,0
8057,18150,Microsoft (except Azure),1
8058,18150,VCP,1
8059,18150,Red Hat (RHCSA/RHCE/RHCA),1
8060,18161,ITIL,0
8061,18161,ITIL,0
8062,18165,Cisco (CCNA/CCNP/CCIE),1
8063,18180,PMP,0
8064,18182,Professional Scrum Master,0
8065,18182,Certified Scrum Master,0
8066,18189,EnCE,0
8067,18189,Security Blue Team Level 1,0
8068,18189,CHFI,0
8069,18191,UiPath RPA Advanced Developer Certification,1
8070,18191,Microsoft (except Azure),1
8071,18200,ISC2 (CISSP/CCSP/SSCP),0
8072,18200,ISACA (CISA/CISM/CRISC),0
8073,18200,ISACA (CISA/CISM/CRISC),0
8074,18200,CompTIA (A+/Network+/Linux+/Security+),0
8075,18218,Cisco (CCNA/CCNP/CCIE),0
8076,18225,ISC2 (CISSP/CCSP/SSCP),1
8077,18225,ISACA (CISA/CISM/CRISC),1
8078,18225,ISACA (CISA/CISM/CRISC),1
8079,18227,AutoCAD,0
8080,18227,GIS,0
8081,18237,Certificate of Registration of Electrical Worker (Grade:A/B),1
8082,18238,Cisco (CCNA/CCNP/CCIE),0
8083,18238,CCSA,0
8084,18238,AWS,0
8085,18238,Azure,0
8086,18238,ITIL,0
8087,18262,Azure,1
8088,18266,SAP,1
8089,18267,CCH Tagetik Certificate in Consolidation Champion or Budget & Planning Champion,1
8090,18269,CompTIA (A+/Network+/Linux+/Security+),0
8091,18269,SC100,0
8092,18269,SCS-CO2,0
8093,18269,Professional Cloud Security Engineer,0
8094,18269,AWS,0
8095,18274,Baseline/Negative Vetting Level 1 Australian security clearance,1
8096,18275,Azure,1
8097,18275,Scaled Agile,0
8098,18275,Microsoft (except Azure),0
8099,18275,Microsoft (except Azure),0
8100,18275,Microsoft (except Azure),0
8101,18285,Registered Electrical Worker (REW) license A or above,0
8102,18292,MCTS,0
8103,18292,Microsoft (except Azure),0
8104,18296,CBCP,0
8105,18296,DRCS,0
8106,18303,ISACA (CISA/CISM/CRISC),0
8107,18303,ISC2 (CISSP/CCSP/SSCP),0
8108,18303,Certified Ethical Hacker (CEH),0
8109,18304,ISO 27001,0
8110,18304,ISC2 (CISSP/CCSP/SSCP),0
8111,18304,ISACA (CISA/CISM/CRISC),0
8112,18304,ISACA (CISA/CISM/CRISC),0
8113,18304,ITIL,0
8114,18305,PMP,0
8115,18305,MBA,0
8116,18307,SAP,1
8117,18314,CompTIA (A+/Network+/Linux+/Security+),0
8118,18314,ISO 27001,0
8119,18314,ISACA (CISA/CISM/CRISC),0
8120,18314,ISACA (CISA/CISM/CRISC),0
8121,18319,Agile,1
8122,18319,Scrum,1
8123,18319,PRINCE2,1
8124,18320,ISC2 (CISSP/CCSP/SSCP),0
8125,18320,ISACA (CISA/CISM/CRISC),0
8126,18320,ISACA (CISA/CISM/CRISC),0
8127,18327,ITIL,0
8128,18327,TOGAF,0
8129,18333,Red Hat (RHCSA/RHCE/RHCA),0
8130,18338,ITIL,1
8131,18339,Cisco (CCNA/CCNP/CCIE),1
8132,18339,Cisco (CCNA/CCNP/CCIE),1
8133,18340,ISC2 (CISSP/CCSP/SSCP),1
8134,18340,ISACA (CISA/CISM/CRISC),1
8135,18340,ISACA (CISA/CISM/CRISC),1
8136,18340,ISO 27001,0
8137,18343,Azure,0
8138,18343,Microsoft (except Azure),0
8139,18348,PMP,1
8140,18348,PRINCE2,1
8141,18357,Microsoft (except Azure),0
8142,18358,PRINCE2,1
8143,18358,PMP,1
8144,18358,Scrum Master,1
8145,18360,AWS,0
8146,18360,AWS,0
8147,18361,PMP,0
8148,18374,PMP,1
8149,18382,CompTIA (A+/Network+/Linux+/Security+),0
8150,18382,Certified Ethical Hacker (CEH),0
8151,18390,Cloud Solution Architect Associate,0
8152,18390,Cloud Solution Developer,0
8153,18400,AWS,1
8154,18400,AWS,0
8155,18403,AWS,0
8156,18403,Azure,0
8157,18403,DevOps Foundation,0
8158,18403,DevOps Engineering,0
8159,18418,ITIL,0
8160,18423,ISC2 (CISSP/CCSP/SSCP),0
8161,18423,CSSLP,0
8162,18423,ISACA (CISA/CISM/CRISC),0
8163,18423,ISACA (CISA/CISM/CRISC),0
8164,18423,CompTIA (A+/Network+/Linux+/Security+),0
8165,18423,ISO 27001,0
8166,18436,APICs affiliation and/or certification,0
8167,18453,Red Hat (RHCSA/RHCE/RHCA),0
8168,18454,Cisco (CCNA/CCNP/CCIE),1
8169,18454,Cisco (CCNA/CCNP/CCIE),1
8170,18461,Certified SFCC Developer (DiD/CIP) or Architect,1
8171,18468,ITIL,1
8172,18476,Cisco (CCNA/CCNP/CCIE),0
8173,18476,Cisco (CCNA/CCNP/CCIE),0
8174,18479,Cisco (CCNA/CCNP/CCIE),0
8175,18479,Microsoft (except Azure),0
8176,18479,Linux,0
8177,18492,OCP,0
8178,18492,OCM,0
8179,18502,ITIL,0
8180,18522,Cisco (CCNA/CCNP/CCIE),1
8181,18522,Cisco (CCNA/CCNP/CCIE),0
8182,18523,Six Sigma,0
8183,18536,ISC2 Certified in GRC (CGRC),1
8184,18536,ISACA (CISA/CISM/CRISC),1
8185,18536,ISACA (CISA/CISM/CRISC),1
8186,18536,PMI,1
8187,18536,Other industry recognized certifications in GRC,0
8188,18536,"Certifications related to GRC Platform and AMS - Archer (preferred), Diligent, TeamMate and ServiceNow",0
8189,18540,Pass in ICT Assessment Certification for Solution Architect or Software Developer by NUS-ISS,0
8190,18542,Salesforce,1
8191,18542,SAP,1
8192,18542,Advanced Developer,0
8193,18542,Marketing Cloud Administrator,0
8194,18544,Nutanix Certified Associate (NCA),0
8195,18544,VMware,0
8196,18544,Azure,0
8197,18544,Microsoft (except Azure),0
8198,18545,Cisco (CCNA/CCNP/CCIE),0
8199,18545,Cisco (CCNA/CCNP/CCIE),0
8200,18545,HCIA,0
8201,18547,PMP,0
8202,18557,.NET certification,0
8203,18562,TOGAF,1
8204,18562,ITIL,1
8205,18562,COBIT,1
8206,18562,Scaled Agile,0
8207,18574,Power BI certification,0
8208,18580,Cisco (CCNA/CCNP/CCIE),1
8209,18582,Nutanix Certified Associate (NCA),0
8210,18582,VMware,0
8211,18582,Azure,0
8212,18582,Microsoft (except Azure),0
8213,18584,ITIL,0
8214,18584,PMP,0
8215,18593,MCP,1
8216,18593,Microsoft (except Azure),1
8217,18593,Cisco (CCNA/CCNP/CCIE),1
8218,18593,ITIL,0
8219,18594,Cisco (CCNA/CCNP/CCIE),0
8220,18594,Cisco (CCNA/CCNP/CCIE),0
8221,18594,JNCIA,0
8222,18595,Microsoft (except Azure),0
8223,18595,MCITP,0
8224,18595,Microsoft (except Azure),0
8225,18595,Azure,0
8226,18595,VCAP,0
8227,18595,VCP,0
8228,18595,ISC2 (CISSP/CCSP/SSCP),0
8229,18595,ISACA (CISA/CISM/CRISC),0
8230,18599,ISACA (CISA/CISM/CRISC),1
8231,18599,ISC2 (CISSP/CCSP/SSCP),1
8232,18611,Cisco (CCNA/CCNP/CCIE),1
8233,18611,Cisco (CCNA/CCNP/CCIE),1
8234,18611,Cisco (CCNA/CCNP/CCIE),0
8235,18618,ITIL,0
8236,18618,Microsoft (except Azure),0
8237,18621,Six Sigma,0
8238,18621,Six Sigma,0
8239,18626,Salesforce,0
8240,18626,Salesforce,0
8241,18630,MSCDT,0
8242,18630,MCP,0
8243,18630,Microsoft (except Azure),0
8244,18631,GCFE,0
8245,18631,GCFA,0
8246,18631,GCIH,0
8247,18631,GNFA,0
8248,18631,EnCE,0
8249,18631,CFSR,0
8250,18631,ISC2 (CISSP/CCSP/SSCP),0
8251,18631,GREM,0
8252,18631,Cisco (CCNA/CCNP/CCIE),0
8253,18631,MCFE,0
8254,18631,OffSec (OSCP),0
8255,18631,CompTIA (A+/Network+/Linux+/Security+),0
8256,18631,CompTIA (A+/Network+/Linux+/Security+),0
8257,18633,Cloud,0
8258,18633,Virtualization,0
8259,18637,Cisco (CCNA/CCNP/CCIE),0
8260,18637,Cisco (CCNA/CCNP/CCIE),0
8261,18637,PMP,0
8262,18638,MCITP,1
8263,18638,MCTS,1
8264,18638,Microsoft (except Azure),1
8265,18638,Microsoft (except Azure),1
8266,18638,VMware,0
8267,18638,HP ATP,0
8268,18638,AIS,0
8269,18638,ASE,0
8270,18638,MASE,0
8271,18638,ITIL,0
8272,18643,ITIL,0
8273,18644,Cisco (CCNA/CCNP/CCIE),0
8274,18649,F5 certifications,1
8275,18653,ISC2 (CISSP/CCSP/SSCP),0
8276,18653,ISACA (CISA/CISM/CRISC),0
8277,18653,ISO 27001,0
8278,18661,ISC2 (CISSP/CCSP/SSCP),0
8279,18661,ISACA (CISA/CISM/CRISC),0
8280,18661,Certified Ethical Hacker (CEH),0
8281,18672,SIP Certification,0
8282,18672,SSCA SIP,0
8283,18672,Cisco (CCNA/CCNP/CCIE),0
8284,18672,Cisco (CCNA/CCNP/CCIE),0
8285,18672,Cisco (CCNA/CCNP/CCIE),0
8286,18672,Mitel Certification,0
8287,18672,MiVoice Business Core,0
8288,18672,MiVoice Business Advanced,0
8289,18672,MiVoice Business Networking,0
8290,18672,MiVoice Business Hospitality,0
8291,18672,MiVoice Border Gateway,0
8292,18672,Micollab,0
8293,18672,MiContact Center Business,0
8294,18672,MiContact Center Office,0
8295,18672,MiVoice Office 250,0
8296,18672,MiVoice Call Recording,0
8297,18678,Certified Performance Tester,0
8298,18684,ITIL,1
8299,18686,PMP,0
8300,18686,PRINCE2,0
8301,18686,Agile,0
8302,18699,Salesforce,0
8303,18700,AWS,0
8304,18700,Certified Kubernetes Administrator,0
8305,18714,AWS,0
8306,18714,Certified Kubernetes Administrator,0
8307,18715,PMP,0
8308,18720,ISTQB,0
8309,18734,PMP,0
8310,18738,ISC2 (CISSP/CCSP/SSCP),0
8311,18740,Microsoft (except Azure),0
8312,18740,Fortinet certification,0
8313,18740,Cisco (CCNA/CCNP/CCIE),0
8314,18743,ISC2 (CISSP/CCSP/SSCP),0
8315,18743,ISACA (CISA/CISM/CRISC),0
8316,18743,ISACA (CISA/CISM/CRISC),0
8317,18743,OffSec (OSCP),0
8318,18743,Certified Ethical Hacker (CEH),0
8319,18743,GSEC,0
8320,18743,GIAC,0
8321,18743,SANS,0
8322,18757,Cisco (CCNA/CCNP/CCIE),0
8323,18757,Cisco (CCNA/CCNP/CCIE),0
8324,18757,Cisco (CCNA/CCNP/CCIE),0
8325,18757,Fortinet NSE,0
8326,18757,PCNSE,0
8327,18758,ITIL,0
8328,18758,PCNSE,0
8329,18758,Cisco (CCNA/CCNP/CCIE),0
8330,18758,NSE4-7,0
8331,18760,ISACA (CISA/CISM/CRISC),0
8332,18767,CompTIA (A+/Network+/Linux+/Security+),0
8333,18767,Microsoft (except Azure),0
8334,18802,SAFe Release Train Engineer (RTE),1
8335,18802,Certified Scrum Master (CSM),0
8336,18802,PMP,0
8337,18802,PRINCE2,0
8338,18820,Cisco (CCNA/CCNP/CCIE),0
8339,18820,Cisco (CCNA/CCNP/CCIE),0
8340,18820,Cisco (CCNA/CCNP/CCIE),0
8341,18822,Cisco (CCNA/CCNP/CCIE),0
8343,18822,ITIL,0
8344,18822,Cybersecurity,0
8346,18828,HPE/Aruba,0
8347,18828,Cisco (CCNA/CCNP/CCIE),0
8348,18828,VMware,0
8349,18844,GCP,0
8350,18855,ISACA (CISA/CISM/CRISC),1
8351,18855,ISACA (CISA/CISM/CRISC),1
8352,18855,ISC2 (CISSP/CCSP/SSCP),1
8353,18862,ISACA (CISA/CISM/CRISC),1
8354,18862,ISC2 (CISSP/CCSP/SSCP),1
8355,18862,ISACA (CISA/CISM/CRISC),1
8356,18862,ISACA (CISA/CISM/CRISC),1
8357,18862,CSX-F,1
8358,18862,CISP-HK,1
8359,18865,CompTIA (A+/Network+/Linux+/Security+),0
8360,18865,CompTIA (A+/Network+/Linux+/Security+),0
8361,18865,CyberSecurity Analyst+,0
8362,18869,Cisco (CCNA/CCNP/CCIE),0
8363,18869,ISC2 (CISSP/CCSP/SSCP),0
8364,18869,ISACA (CISA/CISM/CRISC),0
8365,18869,CompTIA (A+/Network+/Linux+/Security+),0
8366,18869,Certified Ethical Hacker (CEH),0
8367,18869,CompTIA (A+/Network+/Linux+/Security+),0
8368,18869,MCP,0
8369,18869,MCTS,0
8370,18871,Salesforce,0
8371,18871,Salesforce,0
8372,18871,Salesforce,0
8373,18871,Salesforce,0
8374,18871,Salesforce,0
8375,18874,ITIL,0
8376,18874,ISO 27001,0
8377,18879,Certifications,0
8378,18890,ISC2 (CISSP/CCSP/SSCP),0
8379,18890,GCIH,0
8380,18890,GCIA,0
8381,18891,ISO 27001,0
8382,18891,COBIT,0
8383,18891,ITIL,0
8384,18899,Microsoft (except Azure),0
8385,18910,ISC2 (CISSP/CCSP/SSCP),0
8386,18910,ISACA (CISA/CISM/CRISC),0
8387,18917,AWS,1
8388,18919,TOGAF,0
8389,18919,AWS,0
8390,18921,CompTIA (A+/Network+/Linux+/Security+),0
8391,18921,Cisco (CCNA/CCNP/CCIE),0
8392,18921,CCDP,0
8393,18922,PMP,0
8394,18944,Certification in sales,0
8395,18945,ISC2 (CISSP/CCSP/SSCP),0
